layer_i,layer_j,meanK
17,10,0.08488056271188539
17,11,0.13059125638772778
17,12,0.20091337915201815
17,13,0.3090999464488199
17,14,0.475539965191745
17,15,0.7316009773746208
17,16,1.1255406352935513
17,17,1.7316014129408208
17,18,1.1255409184115535
17,19,0.7316015969674654
17,20,0.4755410380288848
17,21,0.3091016747187811
17,22,0.20091608856719362
17,23,0.1305954575686681
17,24,0.08488704741964147
17,25,0.05517658082276819
17,26,0.03586477753480149
17,27,0.023312105397619604
17,28,0.015152868508452226
17,29,0.00984936453049439
17,30,0.006402086944820325
17,31,0.0041613565141338325
17,32,0.0027048817341864652
17,33,0.0017581731272211635
17,34,0.0011428125326938257
17,35,0.0007428281462510367
17,36,0.00048283829506317515
17,37,0.000313844891791116
17,38,0.00020399917966419526
17,39,0.00013259946678173532
17,40,8.618965340812964e-05
17,41,5.602327471526508e-05
17,42,3.641512856491693e-05
17,43,2.3669833567197512e-05
17,44,1.5385391818678223e-05
17,45,1.0000504682145024e-05
17,46,6.500328043390357e-06
17,47,4.225213228204311e-06
17,48,2.746388598334229e-06
17,49,1.7851525889159518e-06
17,50,1.1603491827954548e-06
18,0,0.00042898333340435796
18,1,0.0009388135257965089
18,2,0.0016255739595888187
18,3,0.002618692562688202
18,4,0.004105333994909429
18,5,0.006365672987709876
18,6,0.009825696505117157
18,7,0.015137485902334625
18,8,0.023302109181145256
18,9,0.035858283805634994
18,10,0.05517236576272532
18,11,0.08488431665202176
18,12,0.13059369644881466
18,13,0.20091496519172464
18,14,0.3091009773746337
18,15,0.47554063529352414
18,16,0.73160141294077
18,17,1.1255409184115535
18,18,1.7316015969675225
18,19,1.1255410380289097
18,20,0.7316016747187419
18,21,0.47554108856722166
18,22,0.3091017075687027
18,23,0.20091610991964232
18,24,0.1305954714477564
18,25,0.08488705644104995
18,26,0.05517658668668388
18,27,0.035864781346346915
18,28,0.023312107875124045
18,29,0.015152870118829872
18,30,0.009849365577239784
18,31,0.006402087625204664
18,32,0.004161356956383642
18,33,0.00270488202164888
18,34,0.0017581733140718142
18,35,0.0011428126541466737
18,36,0.0007428282251954963
18,37,0.0004828383463770278
18,38,0.0003138449251451225
18,39,0.0002039992013442952
18,40,0.00013259948087378554
18,41,8.618966256798072e-05
18,42,5.602328066916918e-05
18,43,3.64151324349465e-05
18,44,2.3669836082717494e-05
18,45,1.5385393453767514e-05
18,46,1.0000505744955215e-05
18,47,6.500328734215416e-06
18,48,4.225213677240701e-06
18,49,2.746388890208179e-06
18,50,1.785152778633924e-06
19,0,0.00027883916671286017
19,1,0.0006102287917677167
19,2,0.0010566230737327053
19,3,0.0017021501657473567
19,4,0.0026684670966912816
19,5,0.004137687442011488
19,6,0.006386702728326193
19,7,0.009839365836517858
19,8,0.015146370967745078
19,9,0.023307884473661843
19,10,0.03586203774577141
19,11,0.05517480582381411
19,12,0.0848859026917296
19,13,0.13059472737462263
19,14,0.2009156352934996
19,15,0.30910141294079124
19,16,0.4755409184115271
19,17,0.7316015969674654
19,18,1.1255410380289097
19,19,1.7316016747188046
19,20,1.1255410885672434
19,21,0.7316017075686561
19,22,0.4755411099196711
19,23,0.3091017214477972
19,24,0.2009161189410534
19,25,0.13059547731167062
19,26,0.08488706025259517
19,27,0.055176589164188425
19,28,0.03586478295672502
19,29,0.023312108921869756
19,30,0.015152870799214374
19,31,0.009849366019489637
19,32,0.00640208791266682
19,33,0.004161357143233917
19,34,0.002704882143101783
19,35,0.0017581733930162817
19,36,0.001142812705460522
19,37,0.0007428282585495747
19,38,0.0004828383680571309
19,39,0.000313844939237188
19,40,0.00020399921050412778
19,41,0.00013259948682767128
19,42,8.618966643802422e-05
19,43,5.602328318469657e-05
19,44,3.641513407003203e-05
19,45,2.3669837145524732e-05
19,46,1.5385394144592753e-05
19,47,1.0000506193993579e-05
19,48,6.500329026088932e-06
19,49,4.225213866958575e-06
19,50,2.7463890135251333e-06
20,0,0.0001812454583633652
20,1,0.0003966487146490408
20,2,0.0006868049979262335
20,3,0.0011063976077357535
20,4,0.0017345036128493495
20,5,0.002689496837307602
20,6,0.004151356773412135
20,7,0.00639558779373661
20,8,0.009845141129034724
20,9,0.015150124907881028
20,10,0.023310324534750095
20,11,0.03586362378547932
20,12,0.05517583674962435
20,13,0.0848865727935064
20,14,0.13059516294077547
20,15,0.20091591841149853
20,16,0.30910159696749434
20,17,0.4755410380288848
20,18,0.7316016747187419
20,19,1.1255410885672434
20,20,1.7316017075687216
20,21,1.1255411099196915
20,22,0.7316017214477637
20,23,0.47554111894108303
20,24,0.309101727311717
20,25,0.20091612275260107
20,26,0.1305954797891738
20,27,0.08488706186297312
20,28,0.0551765902109342
20,29,0.03586478363710994
20,30,0.02331210936411991
20,31,0.015152871086676777
20,32,0.009849366206340068
20,33,0.0064020880341193
20,34,0.0041613572221780365
20,35,0.0027048821944156685
20,36,0.001758173426370389
20,37,0.0011428127271406277
20,38,0.000742828272641709
20,39,0.0004828383772169724
20,40,0.00031384494519107973
20,41,0.00020399921437415345
20,42,0.0001325994893431836
20,43,8.618966807312235e-05
20,44,5.602328424750959e-05
20,45,3.64151347608545e-05
20,46,2.36698375945604e-05
20,47,1.538539443646801e-05
20,48,1.000050638371325e-05
20,49,6.50032914940681e-06
20,50,4.22521394711442e-06
21,0,0.00011780954793616815
21,1,0.0002578216645218776
21,2,0.0004464232486520675
21,3,0.0007191584450282005
21,4,0.0011274273483520448
21,5,0.0017481729442499476
21,6,0.0026983819027180046
21,7,0.00415713206592894
21,8,0.006399341733872539
21,9,0.009847581190123158
21,10,0.015151710947588548
21,11,0.023311355460560016
21,12,0.03586429388725625
21,13,0.05517627231577945
21,14,0.08488685591150726
21,15,0.13059534696747396
21,16,0.20091603802885755
21,17,0.3091016747187811
21,18,0.47554108856722166
21,19,0.7316017075686561
21,20,1.1255411099196915
21,21,1.7316017214478139
21,22,1.1255411189411153
21,23,0.7316017273116961
21,24,0.4755411227526314
21,25,0.30910172978922534
21,26,0.2009161243629813
21,27,0.13059548083591843
21,28,0.08488706254335794
21,29,0.05517659065318442
21,30,0.03586478392457274
21,31,0.02331210955097069
21,32,0.015152871208129562
21,33,0.009849366285284211
21,34,0.006402088085432797
21,35,0.0041613572555318215
21,36,0.0027048822160958227
21,37,0.001758173440462555
21,38,0.0011428127363004976
21,39,0.0007428282785956675
21,40,0.0004828383810870014
21,41,0.0003138449477065971
21,42,0.0002039992160092615
21,43,0.000132599490405983
21,44,8.618966876393865e-05
21,45,5.602328469655098e-05
21,46,3.641513505272567e-05
21,47,2.3669837784278664e-05
21,48,1.5385394559789557e-05
21,49,1.0000506463871591e-05
21,50,6.5003292015103956e-06
22,0,7.657620615851683e-05
22,1,0.00016758408193920385
22,2,0.00029017511162385354
22,3,0.00046745298926834626
22,4,0.0007328277764287823
22,5,0.0011363124137624334
22,6,0.0017539482367667026
22,7,0.0027021358428538757
22,8,0.004159572127017302
22,9,0.006400927773579974
22,10,0.009848612115933096
22,11,0.015152381049365029
22,12,0.023311791026715246
22,13,0.035864577005257595
22,14,0.05517645634248035
22,15,0.08488697552886279
22,16,0.1305954247187533
22,17,0.20091608856719362
22,18,0.3091017075687027
22,19,0.4755411099196711
22,20,0.7316017214477637
22,21,1.1255411189411153
22,22,1.7316017273117486
22,23,1.1255411227526801
22,24,0.7316017297892193
22,25,0.4755411243630147
22,26,0.30910173083597625
22,27,0.20091612504336914
22,28,0.13059548127816825
22,29,0.08488706283082104
22,30,0.05517659084003553
22,31,0.035864784046026096
22,32,0.023312109629915305
22,33,0.015152871259443333
22,34,0.00984936631863806
22,35,0.0064020881071126245
22,36,0.004161357269623721
22,37,0.0027048822252557286
22,38,0.0017581734464165665
22,39,0.0011428127401706982
22,40,0.000742828281111246
22,41,0.00048283838272208935
22,42,0.0003138449487694194
22,43,0.00020399921670012023
22,44,0.0001325994908550011
22,45,8.618966905580174e-05
22,46,5.602328488627367e-05
22,47,3.641513517604089e-05
22,48,2.366983786443719e-05
22,49,1.538539461189597e-05
22,50,1.0000506497740534e-05
23,0,4.97745340030335e-05
23,1,0.00010892965326048977
23,2,0.00018861382255548593
23,3,0.00030384444302443945
23,4,0.00047633805467872247
23,5,0.0007386030689455268
23,6,0.001140066353898323
23,7,0.0017563882978550369
23,8,0.002703721882561236
23,9,0.004160603052827124
23,10,0.00640159787535638
23,11,0.00984904768208785
23,12,0.015152664167365633
23,13,0.023311975053416104
23,14,0.035864696622613525
23,15,0.05517653409376167
23,16,0.08488702606719567
23,17,0.1305954575686681
23,18,0.20091610991964232
23,19,0.3091017214477972
23,20,0.47554111894108303
23,21,0.7316017273116961
23,22,1.1255411227526801
23,23,1.7316017297892705
23,24,1.125541124363064
23,25,0.7316017308359821
23,26,0.47554112504340434
23,27,0.30910173127823104
23,28,0.20091612533083456
23,29,0.1305954814650187
23,30,0.08488706295227448
23,31,0.055176590918980375
23,32,0.03586478409734035
23,33,0.023312109663269482
23,34,0.015152871281123373
23,35,0.009849366332729996
23,36,0.006402088116272225
23,37,0.00416135727557747
23,38,0.00270488222912583
23,39,0.0017581734489322807
23,40,0.0011428127418059376
23,41,0.0007428282821741059
23,42,0.00048283838341292427
23,43,0.00031384494921847886
23,44,0.0002039992169920172
23,45,0.00013259949104470052
23,46,8.618966917910877e-05
23,47,5.602328496643429e-05
23,48,3.6415135228142346e-05
23,49,2.3669837898305874e-05
23,50,1.5385394633913925e-05
24,0,3.235344710197723e-05
24,1,7.080427461931665e-05
24,2,0.00012259898466107484
24,3,0.000197498887965866
24,4,0.0003096197355411891
24,5,0.00048009199481460535
24,6,0.0007410431300338482
24,7,0.0011416523936057395
24,8,0.0017574192236648651
24,9,0.0027043919843375707
24,10,0.00416103861898179
24,11,0.006401880993356926
24,12,0.009849231708788283
24,13,0.015152783784720927
24,14,0.023312052804697458
24,15,0.035864747160946696
24,16,0.05517656694367823
24,17,0.08488704741964147
24,18,0.1305954714477564
24,19,0.2009161189410534
24,20,0.309101727311717
24,21,0.4755411227526314
24,22,0.7316017297892193
24,23,1.125541124363064
24,24,1.7316017308360168
24,25,1.1255411250434197
24,26,0.7316017312782443
24,27,0.4755411253308692
24,28,0.3091017314650847
24,29,0.20091612545228926
24,30,0.13059548154396236
24,31,0.08488706300358846
24,32,0.05517659095233451
24,33,0.03586478411902063
24,34,0.023312109677361616
24,35,0.015152871290283096
24,36,0.009849366338683739
24,37,0.006402088120142012
24,38,0.004161357278092843
24,39,0.0027048822307610258
24,40,0.0017581734499952548
24,41,0.0011428127424968947
24,42,0.0007428282826231931
24,43,0.00048283838370481106
24,44,0.0003138449494082115
24,45,0.0002039992171153529
24,46,0.00013259949112483894
24,47,8.618966923120122e-05
24,48,5.6023285000298564e-05
24,49,3.6415135250155384e-05
24,50,2.3669837912616997e-05
25,0,2.1029740616280087e-05
25,1,4.6022778502559476e-05
25,2,7.96893400296932e-05
25,3,0.00012837427717782055
25,4,0.0002012528281017507
25,5,0.0003120597966295165
25,6,0.00048167803452201234
25,7,0.000742074055843662
25,8,0.0011423224953821271
25,9,0.001757854789819523
25,10,0.0027046751023380583
25,11,0.004161222645682148
25,12,0.006402000610712169
25,13,0.009849309460069263
25,14,0.015152834323053569
25,15,0.02331208565461401
25,16,0.03586476851339276
25,17,0.05517658082276819
25,18,0.08488705644104995
25,19,0.13059547731167062
25,20,0.20091612275260107
25,21,0.30910172978922534
25,22,0.4755411243630147
25,23,0.7316017308359821
25,24,1.1255411250434197
25,25,1.7316017312782286
25,26,1.1255411253308434
25,27,0.7316017314650983
25,28,0.475541125452319
25,29,0.3091017315440284
25,30,0.20091612550360252
25,31,0.13059548157731427
25,32,0.08488706302526773
25,33,0.055176590966426096
25,34,0.03586478412818025
25,35,0.02331210968331532
25,36,0.015152871294152862
25,37,0.009849366341199008
25,38,0.006402088121776809
25,39,0.004161357279155509
25,40,0.002704882231451918
25,41,0.0017581734504444235
25,42,0.0011428127427888805
25,43,0.0007428282828128514
25,44,0.00048283838382813147
25,45,0.00031384494948830734
25,46,0.00020399921716746924
25,47,0.00013259949115868768
25,48,8.618966925320133e-05
25,49,5.602328501459145e-05
25,50,3.641513525945582e-05
26,0,1.3669331400582236e-05
26,1,2.991480602665749e-05
26,2,5.179807101930459e-05
26,3,8.344328016557582e-05
26,4,0.00013081433826614525
26,5,0.0002028388678091617
26,6,0.00031309072243933456
26,7,0.0004823481362983899
26,8,0.0007425096219983077
26,9,0.0011426056133826538
26,10,0.0017580388165198764
26,11,0.0027047947196932494
26,12,0.004161300396963059
26,13,0.006402051149044771
26,14,0.009849342309985512
26,15,0.01515285567549911
26,16,0.02331209953370394
26,17,0.03586477753480149
26,18,0.05517658668668388
26,19,0.08488706025259517
26,20,0.1305954797891738
26,21,0.2009161243629813
26,22,0.30910173083597625
26,23,0.47554112504340434
26,24,0.7316017312782443
26,25,1.1255411253308434
26,26,1.7316017314650447
26,27,1.1255411254522611
26,28,0.7316017315440456
26,29,0.4755411255036302
26,30,0.3091017315773818
26,31,0.200916125525282
26,32,0.13059548159140677
26,33,0.08488706303442681
26,34,0.055176590972379556
26,35,0.03586478413205007
26,36,0.023312109685830657
26,37,0.0151528712957877
26,38,0.00984936634226159
26,39,0.006402088122467393
26,40,0.004161357279604414
26,41,0.0027048822317438524
26,42,0.001758173450634264
26,43,0.0011428127429122352
26,44,0.0007428282828928915
26,45,0.0004828383838801905
26,46,0.00031384494952210707
26,47,0.0002039992171894958
26,48,0.00013259949117297806
26,49,8.618966926248152e-05
26,50,5.6023285020622815e-05
27,0,8.885065410379989e-06
27,1,1.944462391732916e-05
27,2,3.366874616254202e-05
27,3,5.423813210762719e-05
27,4,8.502931987298407e-05
27,5,0.00013184526407596147
27,6,0.00020350896958554142
27,7,0.0003135262885939829
27,8,0.00048263125429890823
27,9,0.0007426936486986443
27,10,0.0011427252307378826
27,11,0.0017581165678007082
27,12,0.0027048452580257544
27,13,0.00416133324687922
27,14,0.006402072501490281
27,15,0.00984935618907513
27,16,0.015152864696907358
27,17,0.023312105397619604
27,18,0.035864781346346915
27,19,0.055176589164188425
27,20,0.08488706186297312
27,21,0.13059548083591843
27,22,0.20091612504336914
27,23,0.30910173127823104
27,24,0.4755411253308692
27,25,0.7316017314650983
27,26,1.1255411254522611
27,27,1.731601731543958
27,28,1.1255411255035428
27,29,0.7316017315773706
27,30,0.47554112552530775
27,31,0.3091017315914528
27,32,0.20091612553444294
27,33,0.13059548159736906
27,34,0.08488706303829614
27,35,0.055176590974894676
27,36,0.03586478413368497
27,37,0.02331210968689331
27,38,0.015152871296478304
27,39,0.009849366342710438
27,40,0.006402088122759047
27,41,0.004161357279794014
27,42,0.002704882231867226
27,43,0.0017581734507144905
27,44,0.0011428127429643311
27,45,0.0007428282829266223
27,46,0.0004828383839021575
27,47,0.0003138449495363555
27,48,0.00020399921719880724
27,49,0.00013259949117900134
27,50,8.618966926639266e-05
28,0,5.775292516746469e-06
28,1,1.2639005546265702e-05
28,2,2.1884685005655286e-05
28,3,3.525478586995313e-05
28,4,5.526905791744235e-05
28,5,8.569942164936255e-05
28,6,0.00013228083023060776
28,7,0.00020379208758606124
28,8,0.0003137103152943226
28,9,0.0004827508716541259
28,10,0.0007427713999795381
28,11,0.0011427757690704718
28,12,0.001758149417716825
28,13,0.002704866610471198
28,14,0.004161347125968784
28,15,0.006402081522898185
28,16,0.009849362052990317
28,17,0.015152868508452226
28,18,0.023312107875124045
28,19,0.03586478295672502
28,20,0.0551765902109342
28,21,0.08488706254335794
28,22,0.13059548127816825
28,23,0.20091612533083456
28,24,0.3091017314650847
28,25,0.475541125452319
28,26,0.7316017315440456
28,27,1.1255411255035428
28,28,1.7316017315772834
28,29,1.1255411255251733
28,30,0.7316017315914265
28,31,0.47554112553445194
28,32,0.3091017315973884
28,33,0.20091612553831908
28,34,0.13059548159989218
28,35,0.08488706303993059
28,36,0.05517659097595711
28,37,0.03586478413437564
28,38,0.0233121096873422
28,39,0.015152871296769985
28,40,0.009849366342899984
28,41,0.006402088122882165
28,42,0.004161357279874064
28,43,0.0027048822319193522
28,44,0.001758173450748394
28,45,0.0011428127429863196
28,46,0.0007428282829408033
28,47,0.000482838383911433
28,48,0.0003138449495423452
28,49,0.00020399921720271524
28,50,0.00013259949118153558
29,0,3.753940135885372e-06
29,1,8.21535360507196e-06
29,2,1.422504525367773e-05
29,3,2.291561081547426e-05
29,4,3.592488764633471e-05
29,5,5.570462407208847e-05
29,6,8.598253964988099e-05
29,7,0.00013246485693094534
29,8,0.00020391170494128065
29,9,0.0003137880665752167
29,10,0.00048280140998670576
29,11,0.0007428042498957164
29,12,0.001142797121515995
29,13,0.0017581632968063543
29,14,0.00270487563187936
29,15,0.004161352989884108
29,16,0.006402085334442853
29,17,0.00984936453049439
29,18,0.015152870118829872
29,19,0.023312108921869756
29,20,0.03586478363710994
29,21,0.05517659065318442
29,22,0.08488706283082104
29,23,0.1305954814650187
29,24,0.20091612545228926
29,25,0.3091017315440284
29,26,0.4755411255036302
29,27,0.7316017315773706
29,28,1.1255411255251733
29,29,1.731601731591323
29,30,1.1255411255342729
29,31,0.7316017315973334
29,32,0.47554112553830474
29,33,0.3091017315998882
29,34,0.2009161255399582
29,35,0.1305954816009609
29,36,0.08488706304062019
29,37,0.05517659097640539
29,38,0.03586478413466707
29,39,0.02331210968753162
29,40,0.015152871296893465
29,41,0.009849366342979907
29,42,0.006402088122934571
29,43,0.004161357279907784
29,44,0.0027048822319413503
29,45,0.0017581734507627108
29,46,0.0011428127429953048
29,47,0.0007428282829467379
29,48,0.0004828383839154802
29,49,0.00031384494954482604
29,50,0.0002039992172043014
30,0,2.440061088324985e-06
30,1,5.33997984329685e-06
30,2,9.246279414889418e-06
30,3,1.4895147030059498e-05
30,4,2.335117697012349e-05
30,5,3.6208005646856006e-05
30,6,5.588865077242538e-05
30,7,8.610215700509878e-05
30,8,0.0001325426082118376
30,9,0.0002039622432738605
30,10,0.00031382091649139593
30,11,0.0004828227624322206
30,12,0.0007428181289853022
30,13,0.0011428061429242325
30,14,0.0017581691607216523
30,15,0.0027048794434242716
30,16,0.004161355467388322
30,17,0.006402086944820325
30,18,0.009849365577239784
30,19,0.015152870799214374
30,20,0.02331210936411991
30,21,0.03586478392457274
30,22,0.05517659084003553
30,23,0.08488706295227448
30,24,0.13059548154396236
30,25,0.20091612550360252
30,26,0.3091017315773818
30,27,0.47554112552530775
30,28,0.7316017315914265
30,29,1.1255411255342729
30,30,1.731601731597221
30,31,1.12554112553808
30,32,0.7316017315998047
30,33,0.47554112553992506
30,34,0.30910173160093607
30,35,0.20091612554064223
30,36,0.130595481601415
30,37,0.08488706304091076
30,38,0.055176590976594296
30,39,0.035864784134789926
30,40,0.023312109687611732
30,41,0.015152871296947807
30,42,0.009849366343013883
30,43,0.006402088122957591
30,44,0.004161357279921938
30,45,0.0027048822319506224
30,46,0.0017581734507685746
30,47,0.0011428127429989104
30,48,0.0007428282829492834
30,49,0.00048283838391723316
30,50,0.0003138449495458033
31,0,1.586039707411972e-06
31,1,3.4709868981427467e-06
31,2,6.010081619678608e-06
31,3,9.681845569537562e-06
31,4,1.5178265030581189e-05
31,5,2.3535203670463555e-05
31,6,3.6327623002077864e-05
31,7,5.596640205331795e-05
31,8,8.615269533767796e-05
31,9,0.00013257545812801457
31,10,0.00020398359571937604
31,11,0.00031383479558098285
31,12,0.00048283178384045063
31,13,0.0007428239929006527
31,14,0.001142809954469181
31,15,0.0017581716382258157
31,16,0.002704881053801951
31,17,0.0041613565141338325
31,18,0.006402087625204664
31,19,0.009849366019489637
31,20,0.015152871086676777
31,21,0.02331210955097069
31,22,0.035864784046026096
31,23,0.055176590918980375
31,24,0.08488706300358846
31,25,0.13059548157731427
31,26,0.200916125525282
31,27,0.3091017315914528
31,28,0.47554112553445194
31,29,0.7316017315973334
31,30,1.12554112553808
31,31,1.7316017315996783
31,32,1.125541125539656
31,33,0.7316017316008273
31,34,0.4755411255406015
31,35,0.30910173160136434
31,36,0.2009161255409168
31,37,0.13059548160160903
31,38,0.08488706304103269
31,39,0.0551765909766736
31,40,0.035864784134841704
31,41,0.023312109687646906
31,42,0.015152871296972053
31,43,0.009849366343028762
31,44,0.006402088122967788
31,45,0.004161357279927829
31,46,0.0027048822319544006
31,47,0.001758173450770938
31,48,0.0011428127430003349
31,49,0.0007428282829503444
31,50,0.0004828383839179953
32,0,1.0309258098172312e-06
32,1,2.256141483793203e-06
32,2,3.906553052790792e-06
32,3,6.293199620200034e-06
32,4,9.865872269876498e-06
32,5,1.529788238580185e-05
32,6,2.3612954951357784e-05
32,7,3.637816133466088e-05
32,8,5.5999251969495504e-05
32,9,8.617404778319239e-05
32,10,0.0001325893372175999
32,11,0.00020399261712760684
32,12,0.0003138406594963345
32,13,0.0004828355953854278
32,14,0.0007428264704048884
32,15,0.0011428115648468595
32,16,0.0017581726849712597
32,17,0.0027048817341864652
32,18,0.004161356956383642
32,19,0.00640208791266682
32,20,0.009849366206340068
32,21,0.015152871208129562
32,22,0.023312109629915305
32,23,0.03586478409734035
32,24,0.05517659095233451
32,25,0.08488706302526773
32,26,0.13059548159140677
32,27,0.20091612553444294
32,28,0.3091017315973884
32,29,0.47554112553830474
32,30,0.7316017315998047
32,31,1.125541125539656
32,32,1.7316017316006884
32,33,1.1255411255402936
32,34,0.7316017316012396
32,35,0.4755411255408763
32,36,0.30910173160152826
32,37,0.2009161255410244
32,38,0.13059548160169313
32,39,0.08488706304108354
32,40,0.05517659097670681
32,41,0.035864784134864346
32,42,0.023312109687662542
32,43,0.0151528712969837
32,44,0.009849366343035317
32,45,0.006402088122972528
32,46,0.004161357279930166
32,47,0.0027048822319559085
32,48,0.001758173450771806
32,49,0.001142812743000816
32,50,0.0007428282829508848
33,0,6.701017763814205e-07
33,1,1.4664919644651142e-06
33,2,2.539259484314354e-06
33,3,4.090579753129814e-06
33,4,6.4128169754205824e-06
33,5,9.943623550769859e-06
33,6,1.5348420718382807e-05
33,7,2.364580486753618e-05
33,8,3.639951378017848e-05
33,9,5.601313105908062e-05
33,10,8.618306919142213e-05
33,11,0.00013259520113294995
33,12,0.00020399642867258464
33,13,0.0003138431370005716
33,14,0.0004828372057631802
33,15,0.0007428275171504266
33,16,0.0011428122452313927
33,17,0.0017581731272211635
33,18,0.00270488202164888
33,19,0.004161357143233917
33,20,0.0064020880341193
33,21,0.009849366285284211
33,22,0.015152871259443333
33,23,0.023312109663269482
33,24,0.03586478411902063
33,25,0.055176590966426096
33,26,0.08488706303442681
33,27,0.13059548159736906
33,28,0.20091612553831908
33,29,0.3091017315998882
33,30,0.47554112553992506
33,31,0.7316017316008273
33,32,1.1255411255402936
33,33,1.731601731601091
33,34,1.1255411255405376
33,35,0.7316017316013937
33,36,0.47554112554097955
33,37,0.3091017316015851
33,38,0.2009161255410623
33,39,0.13059548160173062
33,40,0.08488706304110454
33,41,0.05517659097672309
33,42,0.03586478413487431
33,43,0.02331210968766781
33,44,0.015152871296989761
33,45,0.009849366343036636
33,46,0.006402088122974878
33,47,0.0041613572799310385
33,48,0.0027048822319564484
33,49,0.001758173450771498
33,50,0.0011428127430009787
34,0,4.355661546477166e-07
34,1,9.532197769024844e-07
34,2,1.6505186648037685e-06
34,3,2.6588768395345036e-06
34,4,4.168331034023165e-06
34,5,6.463355308001371e-06
34,6,9.97647346694734e-06
34,7,1.5369773163898445e-05
34,8,2.3659683957122084e-05
