layer_i,layer_j,meanK
34,9,3.640853518841079e-05
34,10,5.601899497443062e-05
34,11,8.618688073639902e-05
34,12,0.00013259767863718557
34,13,0.00020399803905033804
34,14,0.00031384418374611243
34,15,0.0004828378861477795
34,16,0.0007428279594004165
34,17,0.0011428125326938257
34,18,0.0017581733140718142
34,19,0.002704882143101783
34,20,0.0041613572221780365
34,21,0.006402088085432797
34,22,0.00984936631863806
34,23,0.015152871281123373
34,24,0.023312109677361616
34,25,0.03586478412818025
34,26,0.055176590972379556
34,27,0.08488706303829614
34,28,0.13059548159989218
34,29,0.2009161255399582
34,30,0.30910173160093607
34,31,0.4755411255406015
34,32,0.7316017316012396
34,33,1.1255411255405376
34,34,1.7316017316012384
34,35,1.1255411255406158
34,36,0.7316017316014795
34,37,0.47554112554101335
34,38,0.30910173160162774
34,39,0.20091612554107138
34,40,0.1305954816017286
34,41,0.08488706304111455
34,42,0.05517659097673937
34,43,0.03586478413487755
34,44,0.02331210968766669
34,45,0.015152871296992254
34,46,0.009849366343035678
34,47,0.0064020881229762
34,48,0.004161357279931292
34,49,0.002704882231956226
34,50,0.001758173450771039
35,0,2.8311800052105947e-07
35,1,6.195928549863846e-07
35,2,1.0728371321226624e-06
35,3,1.7282699456968502e-06
35,4,2.7094151721150332e-06
35,5,4.201180950200738e-06
35,6,6.484707753516295e-06
35,7,9.990352556532033e-06
35,8,1.5378794572128766e-05
35,9,2.3665547872472194e-05
35,10,3.6412346733389826e-05
35,11,5.602147247866601e-05
35,12,8.618849111415147e-05
35,13,0.0001325987253827252
35,14,0.0002039987194349389
35,15,0.0003138446259961035
35,16,0.0004828381736102723
35,17,0.0007428281462510367
35,18,0.0011428126541466737
35,19,0.0017581733930162817
35,20,0.0027048821944156685
35,21,0.0041613572555318215
35,22,0.0064020881071126245
35,23,0.009849366332729996
35,24,0.015152871290283096
35,25,0.02331210968331532
35,26,0.03586478413205007
35,27,0.055176590974894676
35,28,0.08488706303993059
35,29,0.1305954816009609
35,30,0.20091612554064223
35,31,0.30910173160136434
35,32,0.4755411255408763
35,33,0.7316017316013937
35,34,1.1255411255406158
35,35,1.7316017316012775
35,36,1.1255411255406509
35,37,0.7316017316015594
35,38,0.47554112554103817
35,39,0.30910173160166116
35,40,0.200916125541056
35,41,0.1305954816017198
35,42,0.08488706304112456
35,43,0.055176590976750345
35,44,0.03586478413487664
35,45,0.023312109687663687
35,46,0.01515287129699311
35,47,0.00984936634303427
35,48,0.0064020881229770454
35,49,0.004161357279931055
35,50,0.002704882231955905
36,0,1.8402670033876438e-07
36,1,4.027353557412547e-07
36,2,6.973441358794922e-07
36,3,1.1233754647032218e-06
36,4,1.7611198618741855e-06
36,5,2.7307676176302204e-06
36,6,4.215060039785802e-06
36,7,6.493729161746146e-06
36,8,9.996216471881445e-06
36,9,1.538260611710612e-05
36,10,2.3668025376705644e-05
36,11,3.641395711114286e-05
36,12,5.6022519224204606e-05
36,13,8.61891714987522e-05
36,14,0.00013259916763271612
36,15,0.0002039990068974327
36,16,0.0003138448128467254
36,17,0.00048283829506317515
36,18,0.0007428282251954963
36,19,0.001142812705460522
36,20,0.001758173426370389
36,21,0.0027048822160958227
36,22,0.004161357269623721
36,23,0.006402088116272225
36,24,0.009849366338683739
36,25,0.015152871294152862
36,26,0.023312109685830657
36,27,0.03586478413368497
36,28,0.05517659097595711
36,29,0.08488706304062019
36,30,0.130595481601415
36,31,0.2009161255409168
36,32,0.30910173160152826
36,33,0.47554112554097955
36,34,0.7316017316014795
36,35,1.1255411255406509
36,36,1.7316017316013064
36,37,1.1255411255406949
36,38,0.7316017316016352
36,39,0.4755411255410616
36,40,0.30910173160167914
36,41,0.20091612554103946
36,42,0.13059548160171364
36,43,0.084887063041132
36,44,0.055176590976758325
36,45,0.03586478413487486
36,46,0.023312109687660273
36,47,0.01515287129699368
36,48,0.009849366343032852
36,49,0.006402088122977228
36,50,0.0041613572799308034
37,0,1.196173552201515e-07
37,1,2.617779812318491e-07
37,2,4.53273688321758e-07
37,3,7.301940520568022e-07
37,4,1.1447279102185108e-06
37,5,1.7749989514590964e-06
37,6,2.7397890258601165e-06
37,7,4.22092395513542e-06
37,8,6.497540706723006e-06
37,9,9.998693976116403e-06
37,10,1.538421649485911e-05
37,11,2.3669072122243405e-05
37,12,3.641463749574358e-05
37,13,5.6022961474194254e-05
37,14,8.618945896125492e-05
37,15,0.0001325993544833431
37,16,0.00020399912835034024
37,17,0.000313844891791116
37,18,0.0004828383463770278
37,19,0.0007428282585495747
37,20,0.0011428127271406277
37,21,0.001758173440462555
37,22,0.0027048822252557286
37,23,0.00416135727557747
37,24,0.006402088120142012
37,25,0.009849366341199008
37,26,0.0151528712957877
37,27,0.02331210968689331
37,28,0.03586478413437564
37,29,0.05517659097640539
37,30,0.08488706304091076
37,31,0.13059548160160903
37,32,0.2009161255410244
37,33,0.3091017316015851
37,34,0.47554112554101335
37,35,0.7316017316015594
37,36,1.1255411255406949
37,37,1.7316017316013512
37,38,1.1255411255407437
37,39,0.7316017316017094
37,40,0.4755411255410778
37,41,0.3091017316016958
37,42,0.20091612554103533
37,43,0.13059548160170772
37,44,0.08488706304113801
37,45,0.05517659097676533
37,46,0.03586478413487301
37,47,0.023312109687657182
37,48,0.015152871296994209
37,49,0.009849366343031244
37,50,0.006402088122975169
38,0,7.775128089314978e-08
38,1,1.701556878006982e-07
38,2,2.9462789740917396e-07
38,3,4.7462613383701764e-07
38,4,7.44073141641706e-07
38,5,1.1537493184486435e-06
38,6,1.780862866808652e-06
38,7,2.743600570837065e-06
38,8,4.223401459370609e-06
38,9,6.4991510844755205e-06
38,10,9.999740721655569e-06
38,11,1.5384896879459796e-05
38,12,2.3669514372232324e-05
38,13,3.6414924958235656e-05
38,14,5.602314832481332e-05
38,15,8.618958041416577e-05
38,16,0.00013259943342773547
38,17,0.00020399917966419526
38,18,0.0003138449251451225
38,19,0.0004828383680571309
38,20,0.000742828272641709
38,21,0.0011428127363004976
38,22,0.0017581734464165665
38,23,0.00270488222912583
38,24,0.004161357278092843
38,25,0.006402088121776809
38,26,0.00984936634226159
38,27,0.015152871296478304
38,28,0.0233121096873422
38,29,0.03586478413466707
38,30,0.055176590976594296
38,31,0.08488706304103269
38,32,0.13059548160169313
38,33,0.2009161255410623
38,34,0.30910173160162774
38,35,0.47554112554103817
38,36,0.7316017316016352
38,37,1.1255411255407437
38,38,1.7316017316013956
38,39,1.1255411255409127
38,40,0.7316017316017728
38,41,0.47554112554109224
38,42,0.30910173160171756
38,43,0.200916125541064
38,44,0.13059548160170176
38,45,0.08488706304114318
38,46,0.05517659097677148
38,47,0.035864784134871305
38,48,0.023312109687654344
38,49,0.015152871296994459
38,50,0.009849366343028326
39,0,5.053833258049217e-08
39,1,1.1060119707047445e-07
39,2,1.9150813331595849e-07
39,3,3.085069869940655e-07
39,4,4.836475420671965e-07
39,5,7.499370569913084e-07
39,6,1.1575608634257617e-06
39,7,1.7833403710437547e-06
39,8,2.745210948589646e-06
39,9,4.224448204909578e-06
39,10,6.499831469075546e-06
39,11,1.0000182971645606e-05
39,12,1.5385184341953526e-05
39,13,2.3669701222851852e-05
39,14,3.64150464111344e-05
39,15,5.6023227269196716e-05
39,16,8.618963172802277e-05
39,17,0.00013259946678173532
39,18,0.0002039992013442952
39,19,0.000313844939237188
39,20,0.0004828383772169724
39,21,0.0007428282785956675
39,22,0.0011428127401706982
39,23,0.0017581734489322807
39,24,0.0027048822307610258
39,25,0.004161357279155509
39,26,0.006402088122467393
39,27,0.009849366342710438
39,28,0.015152871296769985
39,29,0.02331210968753162
39,30,0.035864784134789926
39,31,0.0551765909766736
39,32,0.08488706304108354
39,33,0.13059548160173062
39,34,0.20091612554107138
39,35,0.30910173160166116
39,36,0.4755411255410616
39,37,0.7316017316017094
39,38,1.1255411255409127
39,39,1.7316017316015966
39,40,1.125541125541158
39,41,0.7316017316018636
39,42,0.47554112554113137
39,43,0.3091017316017727
39,44,0.2009161255410989
39,45,0.13059548160170212
39,46,0.08488706304115164
39,47,0.055176590976779565
39,48,0.03586478413487137
39,49,0.02331210968765268
39,50,0.015152871296994436
40,0,3.2849916177330655e-08
40,1,7.189077809575535e-08
40,2,1.2448028665539978e-07
40,3,2.0052954154615945e-07
40,4,3.1437090234367125e-07
40,5,4.874590870444392e-07
40,6,7.524145612265008e-07
40,7,1.1591712411785273e-06
40,8,1.7843871165830328e-06
40,9,2.745891333189961e-06
40,10,4.22489045489934e-06
40,11,6.5001189315686064e-06
40,12,1.0000369822266116e-05
40,13,1.538530579485556e-05
40,14,2.3669780167236888e-05
40,15,3.641509772498104e-05
40,16,5.6023260623196366e-05
40,17,8.618965340812964e-05
40,18,0.00013259948087378554
40,19,0.00020399921050412778
40,20,0.00031384494519107973
40,21,0.0004828383810870014
40,22,0.000742828281111246
40,23,0.0011428127418059376
40,24,0.0017581734499952548
40,25,0.002704882231451918
40,26,0.004161357279604414
40,27,0.006402088122759047
40,28,0.009849366342899984
40,29,0.015152871296893465
40,30,0.023312109687611732
40,31,0.035864784134841704
40,32,0.05517659097670681
40,33,0.08488706304110454
40,34,0.1305954816017286
40,35,0.200916125541056
40,36,0.30910173160167914
40,37,0.4755411255410778
40,38,0.7316017316017728
40,39,1.125541125541158
40,40,1.7316017316018308
40,41,1.1255411255413976
40,42,0.7316017316019596
40,43,0.4755411255411877
40,44,0.30910173160182697
40,45,0.20091612554113342
40,46,0.13059548160170426
40,47,0.08488706304116055
40,48,0.05517659097678773
40,49,0.035864784134871874
40,50,0.023312109687652436
41,0,2.1352445515269416e-08
41,1,4.672900576226548e-08
41,2,8.091218632596136e-08
41,3,1.303442020050376e-07
41,4,2.0434108652342426e-07
41,5,3.168484065788707e-07
41,6,4.890694647973162e-07
41,7,7.534613067658587e-07
41,8,1.1598516257790118e-06
41,9,1.7848293665733287e-06
41,10,2.7461787956834657e-06
41,11,4.225077305519712e-06
41,12,6.50024038447159e-06
41,13,1.0000448766653068e-05
41,14,1.538535710870485e-05
41,15,2.3669813521237723e-05
41,16,3.641511940507831e-05
41,17,5.602327471526508e-05
41,18,8.618966256798072e-05
41,19,0.00013259948682767128
41,20,0.00020399921437415345
41,21,0.0003138449477065971
41,22,0.00048283838272208935
41,23,0.0007428282821741059
41,24,0.0011428127424968947
41,25,0.0017581734504444235
41,26,0.0027048822317438524
41,27,0.004161357279794014
41,28,0.006402088122882165
41,29,0.009849366342979907
41,30,0.015152871296947807
41,31,0.023312109687646906
41,32,0.035864784134864346
41,33,0.05517659097672309
41,34,0.08488706304111455
41,35,0.1305954816017198
41,36,0.20091612554103946
41,37,0.3091017316016958
41,38,0.47554112554109224
41,39,0.7316017316018636
41,40,1.1255411255413976
41,41,1.7316017316020436
41,42,1.1255411255416168
41,43,0.7316017316020559
41,44,0.4755411255412387
41,45,0.30910173160187626
41,46,0.20091612554116475
41,47,0.1305954816017062
41,48,0.08488706304116864
41,49,0.05517659097679509
41,50,0.035864784134872915
42,0,1.3879089584918661e-08
42,1,3.037385374546654e-08
42,2,5.259292111190242e-08
42,3,8.472373130322391e-08
42,4,1.3282170624026194e-07
42,5,2.059514642763591e-07
42,6,3.178951521182566e-07
42,7,4.897498493979157e-07
42,8,7.539035567562383e-07
42,9,1.1601390882726686e-06
42,10,1.7850162171941939e-06
42,11,2.7463002485868565e-06
42,12,4.225156249906545e-06
42,13,6.500291698322796e-06
42,14,1.0000482120656358e-05
42,15,1.5385378788804938e-05
42,16,2.366982761330171e-05
42,17,3.641512856491693e-05
42,18,5.602328066916918e-05
42,19,8.618966643802422e-05
42,20,0.0001325994893431836
42,21,0.0002039992160092615
42,22,0.0003138449487694194
42,23,0.00048283838341292427
42,24,0.0007428282826231931
42,25,0.0011428127427888805
42,26,0.001758173450634264
42,27,0.002704882231867226
42,28,0.004161357279874064
42,29,0.006402088122934571
42,30,0.009849366343013883
42,31,0.015152871296972053
42,32,0.023312109687662542
42,33,0.03586478413487431
42,34,0.05517659097673937
42,35,0.08488706304112456
42,36,0.13059548160171364
42,37,0.20091612554103533
42,38,0.30910173160171756
42,39,0.47554112554113137
42,40,0.7316017316019596
42,41,1.1255411255416168
42,42,1.731601731602239
42,43,1.1255411255418228
42,44,0.7316017316021436
42,45,0.47554112554128525
42,46,0.3091017316019212
42,47,0.2009161255411933
42,48,0.130595481601708
42,49,0.08488706304117599
42,50,0.05517659097680218
43,0,9.02140823020236e-09
43,1,1.974300493455472e-08
43,2,3.4185398722729955e-08
43,3,5.507042534713167e-08
43,4,8.63341090561217e-08
43,5,1.3386845177964882e-07
43,6,2.0663184887699525e-07
43,7,3.1833740210865106e-07
43,8,4.900373118916716e-07
43,9,7.540904073771698e-07
43,10,1.1602605411761958e-06
43,11,1.7850951615814752e-06
43,12,2.7463515624384593e-06
43,13,4.225189603909751e-06
43,14,6.500313378424659e-06
43,15,1.0000496212722563e-05
43,16,1.5385387948646124e-05
43,17,2.3669833567197512e-05
43,18,3.64151324349465e-05
43,19,5.602328318469657e-05
43,20,8.618966807312235e-05
43,21,0.000132599490405983
43,22,0.00020399921670012023
43,23,0.00031384494921847886
43,24,0.00048283838370481106
43,25,0.0007428282828128514
43,26,0.0011428127429122352
43,27,0.0017581734507144905
43,28,0.0027048822319193522
43,29,0.004161357279907784
43,30,0.006402088122957591
43,31,0.009849366343028762
43,32,0.0151528712969837
43,33,0.02331210968766781
43,34,0.03586478413487755
43,35,0.055176590976750345
43,36,0.084887063041132
43,37,0.13059548160170772
43,38,0.200916125541064
43,39,0.3091017316017727
43,40,0.4755411255411877
43,41,0.7316017316020559
43,42,1.1255411255418228
43,43,1.7316017316024235
43,44,1.1255411255420122
43,45,0.7316017316022249
43,46,0.4755411255413286
43,47,0.3091017316019627
43,48,0.20091612554121968
43,49,0.13059548160170992
43,50,0.08488706304118313
44,0,5.863915349630382e-09
44,1,1.2832953207462109e-08
44,2,2.222050916977766e-08
44,3,3.579577647562486e-08
44,4,5.6117170886520704e-08
44,5,8.701449365672341e-08
44,6,1.3431070177004246e-07
44,7,2.0691931137078313e-07
44,8,3.185242527295962e-07
44,9,4.901587647952852e-07
44,10,7.541693517645121e-07
44,11,1.1603118550278967e-06
44,12,1.7851285155850696e-06
44,13,2.746373242541281e-06
44,14,4.225203695976275e-06
44,15,6.500322538267692e-06
44,16,1.0000502166620687e-05
44,17,1.5385391818678223e-05
44,18,2.3669836082717494e-05
44,19,3.641513407003203e-05
44,20,5.602328424750959e-05
44,21,8.618966876393865e-05
44,22,0.0001325994908550011
44,23,0.0002039992169920172
44,24,0.0003138449494082115
44,25,0.00048283838382813147
44,26,0.0007428282828928915
44,27,0.0011428127429643311
44,28,0.001758173450748394
44,29,0.0027048822319413503
44,30,0.004161357279921938
44,31,0.006402088122967788
44,32,0.009849366343035317
44,33,0.015152871296989761
44,34,0.02331210968766669
44,35,0.03586478413487664
44,36,0.055176590976758325
44,37,0.08488706304113801
44,38,0.13059548160170176
44,39,0.2009161255410989
44,40,0.30910173160182697
44,41,0.4755411255412387
44,42,0.7316017316021436
44,43,1.1255411255420122
44,44,1.7316017316025918
44,45,1.1255411255421843
44,46,0.7316017316022986
44,47,0.47554112554136796
44,48,0.30910173160200044
44,49,0.20091612554124366
44,50,0.13059548160171183
45,0,3.811544977262344e-09
45,1,8.341419584853228e-09
45,2,1.4443330960356954e-08
45,3,2.3267254709163046e-08
45,4,3.6476161076225385e-08
45,5,5.6559420876917704e-08
45,6,8.730195615048011e-08
45,7,1.344975523909869e-07
45,8,2.070407642744264e-07
45,9,3.1860319711694874e-07
45,10,4.902100786470651e-07
45,11,7.542027057681628e-07
45,12,1.1603335351302041e-06
45,13,1.785142607651559e-06
45,14,2.7463824023849388e-06
45,15,4.225209649874365e-06
45,16,6.500326408301268e-06
45,17,1.0000504682145024e-05
45,18,1.5385393453767514e-05
45,19,2.3669837145524732e-05
45,20,3.64151347608545e-05
45,21,5.602328469655098e-05
45,22,8.618966905580174e-05
45,23,0.00013259949104470052
45,24,0.0002039992171153529
45,25,0.00031384494948830734
45,26,0.0004828383838801905
45,27,0.0007428282829266223
45,28,0.0011428127429863196
45,29,0.0017581734507627108
45,30,0.0027048822319506224
45,31,0.004161357279927829
45,32,0.006402088122972528
45,33,0.009849366343036636
45,34,0.015152871296992254
45,35,0.023312109687663687
45,36,0.03586478413487486
45,37,0.05517659097676533
45,38,0.08488706304114318
45,39,0.13059548160170212
45,40,0.20091612554113342
45,41,0.30910173160187626
45,42,0.47554112554128525
45,43,0.7316017316022249
45,44,1.1255411255421843
45,45,1.7316017316027448
45,46,1.1255411255423409
45,47,0.7316017316023657
45,48,0.4755411255412878
45,49,0.3091017316020347
45,50,0.2009161255411889
46,0,2.4775042352158566e-09
46,1,5.421922730152692e-09
46,2,9.388165124234063e-09
46,3,1.51237155609545e-08
46,4,2.370950469955487e-08
46,5,3.676362356998008e-08
46,6,5.6746271497864103e-08
46,7,8.742340905409421e-08
46,8,1.3457649677831864e-07
46,9,2.070920781262186e-07
46,10,3.1863655112060043e-07
46,11,4.902317587494392e-07
46,12,7.542167978347e-07
46,13,1.1603426949733938e-06
46,14,1.7851485615496216e-06
46,15,2.7463862724190745e-06
46,16,4.225212165396296e-06
46,17,6.500328043390357e-06
46,18,1.0000505744955215e-05
46,19,1.5385394144592753e-05
46,20,2.36698375945604e-05
46,21,3.641513505272567e-05
46,22,5.602328488627367e-05
46,23,8.618966917910877e-05
46,24,0.00013259949112483894
46,25,0.00020399921716746924
46,26,0.00031384494952210707
46,27,0.0004828383839021575
46,28,0.0007428282829408033
46,29,0.0011428127429953048
46,30,0.0017581734507685746
46,31,0.0027048822319544006
46,32,0.004161357279930166
46,33,0.006402088122974878
46,34,0.009849366343035678
46,35,0.01515287129699311
46,36,0.023312109687660273
46,37,0.03586478413487301
46,38,0.05517659097677148
46,39,0.08488706304115164
46,40,0.13059548160170426
46,41,0.20091612554116475
46,42,0.3091017316019212
46,43,0.4755411255413286
46,44,0.7316017316022986
46,45,1.1255411255423409
46,46,1.7316017316028838
46,47,1.1255411255424834
46,48,0.7316017316023514
46,49,0.47554112554116545
46,50,0.3091017316020161
47,0,1.6103777528911049e-09
47,1,3.524249774594787e-09
47,2,6.102307330749032e-09
47,3,9.830415114623603e-09
47,4,1.5411178054704156e-08
47,5,2.3896355320495253e-08
47,6,3.688507647359121e-08
47,7,5.6825215885216795e-08
47,8,8.747472290587261e-08
47,9,1.3460985078193923e-07
47,10,2.0711375822859676e-07
47,11,3.1865064318713416e-07
47,12,4.902409185927682e-07
47,13,7.542227517328585e-07
47,14,1.1603465650071415e-06
47,15,1.7851510770715457e-06
47,16,2.746387907508687e-06
47,17,4.225213228204311e-06
47,18,6.500328734215416e-06
47,19,1.0000506193993579e-05
47,20,1.538539443646801e-05
47,21,2.3669837784278664e-05
47,22,3.641513517604089e-05
47,23,5.602328496643429e-05
47,24,8.618966923120122e-05
47,25,0.00013259949115868768
47,26,0.0002039992171894958
47,27,0.0003138449495363555
47,28,0.000482838383911433
47,29,0.0007428282829467379
47,30,0.0011428127429989104
47,31,0.001758173450770938
47,32,0.0027048822319559085
47,33,0.0041613572799310385
47,34,0.0064020881229762
47,35,0.00984936634303427
47,36,0.01515287129699368
47,37,0.023312109687657182
47,38,0.035864784134871305
47,39,0.055176590976779565
47,40,0.08488706304116055
47,41,0.1305954816017062
47,42,0.2009161255411933
47,43,0.3091017316019627
47,44,0.47554112554136796
47,45,0.7316017316023657
47,46,1.1255411255424834
47,47,1.73160173160301
47,48,1.1255411255425638
47,49,0.7316017316023063
47,50,0.47554112554102196
48,0,1.0467455393805223e-09
48,1,2.290762353488062e-09
48,2,3.9664997649825465e-09
48,3,6.389769824501111e-09
48,4,1.0017265735564209e-08
48,5,1.553263095831095e-08
48,6,2.39752997078424e-08
48,7,3.693639032536683e-08
48,8,5.6858569888875956e-08
48,9,8.749640300825026e-08
48,10,1.3462394284845292e-07
48,11,2.0712291807185313e-07
48,12,3.186565970852395e-07
48,13,4.902447886266872e-07
48,14,7.542252672549003e-07
48,15,1.1603482000964172e-06
48,16,1.7851521398795658e-06
48,17,2.746388598334229e-06
48,18,4.225213677240701e-06
48,19,6.500329026088932e-06
48,20,1.000050638371325e-05
48,21,1.5385394559789557e-05
48,22,2.366983786443719e-05
48,23,3.6415135228142346e-05
48,24,5.6023285000298564e-05
48,25,8.618966925320133e-05
48,26,0.00013259949117297806
48,27,0.00020399921719880724
48,28,0.0003138449495423452
48,29,0.0004828383839154802
48,30,0.0007428282829492834
48,31,0.0011428127430003349
48,32,0.001758173450771806
48,33,0.0027048822319564484
48,34,0.004161357279931292
48,35,0.0064020881229770454
48,36,0.009849366343032852
48,37,0.015152871296994209
48,38,0.023312109687654344
48,39,0.03586478413487137
48,40,0.05517659097678773
48,41,0.08488706304116864
48,42,0.130595481601708
48,43,0.20091612554121968
48,44,0.30910173160200044
48,45,0.4755411255412878
48,46,0.7316017316023514
48,47,1.1255411255425638
48,48,1.7316017316030612
48,49,1.1255411255425951
48,50,0.7316017316022309
49,0,6.803846005969503e-10
49,1,1.4889955297685423e-09
49,2,2.5782248472399255e-09
49,3,4.15335038592102e-09
49,4,6.511222728111156e-09
49,5,1.009621012291233e-08
49,6,1.5583944810082996e-08
49,7,2.4008653711496766e-08
49,8,3.6958070427742184e-08
49,9,5.687266195542446e-08
49,10,8.750556285150632e-08
49,11,1.346298967465404e-07
49,12,2.071267881056303e-07
49,13,3.1865911260718453e-07
49,14,4.90246423716088e-07
49,15,7.542263300630046e-07
49,16,1.1603488909216388e-06
49,17,1.7851525889159518e-06
49,18,2.746388890208179e-06
49,19,4.225213866958575e-06
49,20,6.50032914940681e-06
49,21,1.0000506463871591e-05
49,22,1.538539461189597e-05
49,23,2.3669837898305874e-05
49,24,3.6415135250155384e-05
49,25,5.602328501459145e-05
49,26,8.618966926248152e-05
49,27,0.00013259949117900134
49,28,0.00020399921720271524
49,29,0.00031384494954482604
49,30,0.00048283838391723316
49,31,0.0007428282829503444
49,32,0.001142812743000816
49,33,0.001758173450771498
49,34,0.002704882231956226
49,35,0.004161357279931055
49,36,0.006402088122977228
49,37,0.009849366343031244
49,38,0.015152871296994459
49,39,0.02331210968765268
49,40,0.035864784134871874
49,41,0.05517659097679509
49,42,0.08488706304117599
49,43,0.13059548160170992
49,44,0.20091612554124366
49,45,0.3091017316020347
49,46,0.47554112554116545
49,47,0.7316017316023063
49,48,1.1255411255425951
49,49,1.7316017316030805
49,50,1.1255411255426013
50,0,4.4224999038836166e-10
50,1,9.678470943492375e-10
50,2,1.6758461507075301e-09
50,3,2.699677750849952e-09
50,4,4.232294773267325e-09
50,5,6.562536579886287e-09
50,6,1.0129564126567573e-08
50,7,1.560562491245509e-08
50,8,2.4022745778031487e-08
50,9,3.6967230270989745e-08
50,10,5.687861585353969e-08
50,11,8.750943288528072e-08
50,12,1.346324122684674e-07
50,13,2.071284231949013e-07
50,14,3.186601754152012e-07
50,15,4.902471145414222e-07
50,16,7.542267790997081e-07
50,17,1.1603491827954548e-06
50,18,1.785152778633924e-06
50,19,2.7463890135251333e-06
50,20,4.22521394711442e-06
50,21,6.5003292015103956e-06
50,22,1.0000506497740534e-05
50,23,1.5385394633913925e-05
50,24,2.3669837912616997e-05
50,25,3.641513525945582e-05
50,26,5.6023285020622815e-05
50,27,8.618966926639266e-05
50,28,0.00013259949118153558
50,29,0.0002039992172043014
50,30,0.0003138449495458033
50,31,0.0004828383839179953
50,32,0.0007428282829508848
50,33,0.0011428127430009787
50,34,0.001758173450771039
50,35,0.002704882231955905
50,36,0.0041613572799308034
50,37,0.006402088122975169
50,38,0.009849366343028326
50,39,0.015152871296994436
50,40,0.023312109687652436
50,41,0.035864784134872915
50,42,0.05517659097680218
50,43,0.08488706304118313
50,44,0.13059548160171183
50,45,0.2009161255411889
50,46,0.3091017316020161
50,47,0.47554112554102196
50,48,0.7316017316022309
50,49,1.1255411255426013
50,50,1.7316017316030803
